,40-year NPV rank,40-year NPV,Institution,State,Level,Predominant degree,Institution type,Share earning more than high school graduates 10-years after enrolling,Earnings-price return rank,Earnings-price return,Earnings-debt return rank,Earnings-debt return,Debt rank,Median debt,10-year earnings rank,Median 10-yr earnings,Net price rank,Net price,Graduation rate rank,Graduation rate,7-year repayment rate
151,94,"$1,602,000",Chamberlain University-Arizona,AZ,4-year,Bachelor's,Private for-profit,90%,2686,111%,1046,357%,776,"$16,950",77,"$77,512",88,"$36,767",NA,NA,70%
152,923,"$1,051,000",Chandler-Gilbert Community College,AZ,2-year,Certificate,Public,71%,820,350%,14,1018%,3977,"$4,000",1246,"$44,705",3210,"$9,926",3865,23%,49%
153,3882,"$567,000",Charles of Italy Beauty College,AZ,Less than 2-year,Certificate,Private for-profit,29%,1909,172%,2318,225%,3063,"$7,000",4002,"$22,726",3499,"$8,348",1741,60%,34%
154,2584,"$780,000",Cochise County Community College District,AZ,2-year,Associate's,Public,53%,576,424%,508,494%,3579,"$5,500",2814,"$32,656",3895,"$6,228",3748,26%,44%
155,2318,"$820,000",Coconino Community College,AZ,2-year,Associate's,Public,57%,2098,154%,528,489%,3494,"$5,973",2459,"$35,173",2583,"$13,835",4192,15%,46%
156,3640,"$610,000",CollegeAmerica-Flagstaff,AZ,2-year,Associate's,Private nonprofit,40%,4212,5%,4037,42%,299,"$20,000",3287,"$28,389",467,"$26,935",3305,33%,17%
157,1204,"$985,000",Conservatory of Recording Arts and Sciences,AZ,Less than 2-year,Certificate,Private for-profit,64%,2721,109%,940,378%,2634,"$8,344",1793,"$39,889",1593,"$19,067",1532,63%,52%
158,1930,"$870,000",DeVry University-Arizona,AZ,4-year,Bachelor's,Private for-profit,69%,3520,56%,1980,247%,1460,"$12,809",1266,"$44,484",357,"$28,531",3752,26%,48%
159,3807,"$582,000",Diné College,AZ,4-year,Associate's,Public,36%,2455,127%,NA,NA,NA,NA,3707,"$25,086",3011,"$11,050",4205,15%,NA
160,2390,"$809,000",Eastern Arizona College,AZ,2-year,Certificate,Public,56%,497,457%,NA,NA,NA,NA,2552,"$34,529",3905,"$6,195",3051,38%,NA
161,102,"$1,594,000",Embry-Riddle Aeronautical University-Prescott,AZ,4-year,Bachelor's,Private nonprofit,89%,2553,120%,639,455%,1278,"$14,000",72,"$77,768",113,"$35,396",1210,67%,78%
162,3483,"$637,000",Empire Beauty School-Avondale,AZ,Less than 2-year,Certificate,Private for-profit,39%,3058,86%,2094,241%,2852,"$7,667",3583,"$26,171",2536,"$14,074",1912,57%,28%
163,3654,"$607,000",Empire Beauty School-Chandler,AZ,Less than 2-year,Certificate,Private for-profit,36%,3413,63%,2609,206%,2759,"$7,917",3818,"$24,220",2365,"$14,866",3064,38%,41%
164,3654,"$607,000",Empire Beauty School-Flagstaff,AZ,Less than 2-year,Certificate,Private for-profit,36%,3429,62%,2609,206%,2759,"$7,917",3818,"$24,220",2356,"$14,927",1585,62%,41%
165,3621,"$612,000",Empire Beauty School-NW Phoenix,AZ,Less than 2-year,Certificate,Private for-profit,36%,3501,57%,3164,174%,2472,"$8,973",3760,"$24,578",2232,"$15,614",2557,47%,35%
166,3584,"$617,000",Empire Beauty School-Tucson,AZ,Less than 2-year,Certificate,Private for-profit,34%,3383,65%,2720,199%,2709,"$8,028",3850,"$23,974",2440,"$14,496",2479,48%,29%
167,1769,"$893,000",Estrella Mountain Community College,AZ,2-year,Associate's,Public,62%,998,308%,90,735%,3913,"$4,500",2089,"$37,580",3335,"$9,200",3998,21%,47%
168,1195,"$986,000",GateWay Community College,AZ,2-year,Certificate,Public,67%,1003,307%,46,834%,3913,"$4,500",1558,"$42,020",3135,"$10,315",3998,21%,46%
169,846,"$1,072,000",GateWay Community College-Central City,AZ,Less than 2-year,Certificate,Public,67%,44,1575%,46,834%,3913,"$4,500",1558,"$42,020",4358,"$2,509",1533,63%,46%
170,1456,"$940,000",Glendale Community College,AZ,2-year,Certificate,Public,66%,753,367%,30,903%,3976,"$4,001",1765,"$40,144",3449,"$8,597",4149,17%,50%
171,2458,"$800,000",Grand Canyon University,AZ,4-year,Bachelor's,Private for-profit,63%,3016,89%,2428,218%,1521,"$12,500",1804,"$39,783",1239,"$21,020",2985,39%,37%
172,4046,"$533,000",International School of Cosmetology,AZ,Less than 2-year,Certificate,Private for-profit,NA,3909,32%,3946,88%,1868,"$10,556",4207,"$19,822",2341,"$15,046",555,77%,NA
173,1382,"$953,000",Mesa Community College,AZ,2-year,Certificate,Public,65%,928,322%,58,806%,3913,"$4,500",1703,"$40,763",3250,"$9,669",4138,17%,49%
174,2906,"$734,000",Mohave Community College,AZ,2-year,Certificate,Public,50%,1349,245%,1841,260%,2562,"$8,625",3016,"$31,007",3379,"$8,986",4232,13%,33%
175,1085,"$1,010,000",Northern Arizona University,AZ,4-year,Bachelor's,Public,75%,1236,264%,1661,276%,1521,"$12,500",1052,"$46,950",2740,"$12,915",2094,55%,64%
176,3245,"$678,000",Northland Pioneer College,AZ,2-year,Certificate,Public,45%,1434,233%,NA,NA,NA,NA,3233,"$29,093",3418,"$8,749",4074,19%,NA
177,1490,"$933,000",Ottawa University-Surprise,AZ,4-year,Bachelor's,Private nonprofit,76%,3577,52%,1480,295%,1612,"$12,000",1010,"$47,355",245,"$31,127",NA,NA,NA
178,1339,"$960,000",Paradise Valley Community College,AZ,2-year,Certificate,Public,64%,872,336%,42,848%,3957,"$4,250",1746,"$40,279",3327,"$9,239",3889,23%,44%
179,2009,"$860,000",Phoenix College,AZ,2-year,Associate's,Public,60%,948,317%,264,595%,3806,"$5,250",2265,"$36,477",3420,"$8,744",4169,16%,42%
180,2040,"$856,000",Pima Community College,AZ,2-year,Certificate,Public,59%,132,900%,120,697%,3945,"$4,498",2361,"$35,828",4264,"$3,583",4047,20%,45%
181,2748,"$757,000",Pima Medical Institute-East Valley,AZ,2-year,Certificate,Private for-profit,54%,3486,58%,1715,271%,2490,"$8,910",2743,"$33,043",1245,"$20,962",514,78%,46%
182,2737,"$758,000",Pima Medical Institute-Mesa,AZ,2-year,Certificate,Private for-profit,54%,3429,62%,1715,271%,2490,"$8,910",2743,"$33,043",1354,"$20,360",1014,70%,46%
183,3135,"$699,000",Platt College-Arizona Automotive Institute Arizona,AZ,Less than 2-year,Certificate,Private for-profit,44%,4328,-8%,2767,197%,2001,"$9,500",3309,"$28,204",266,"$30,504",1926,57%,38%
184,3070,"$709,000",Prescott College,AZ,4-year,Bachelor's,Private nonprofit,58%,3048,87%,3037,181%,1521,"$12,500",2468,"$35,112",1648,"$18,798",3119,37%,67%
185,872,"$1,065,000",Refrigeration School Inc,AZ,2-year,Certificate,Private for-profit,73%,2673,112%,551,482%,2759,"$7,917",1116,"$46,090",1138,"$21,695",1415,64%,45%
186,1477,"$936,000",Rio Salado College,AZ,2-year,Certificate,Public,63%,859,339%,11,1037%,4011,"$3,602",1683,"$40,941",3314,"$9,320",4296,6%,35%
187,2361,"$814,000",Roberto-Venn School of Luthiery,AZ,Less than 2-year,Certificate,Private for-profit,50%,3798,39%,1198,333%,2989,"$7,307",2944,"$31,672",946,"$22,849",46,94%,59%
188,1060,"$1,015,000",Scottsdale Community College,AZ,2-year,Associate's,Public,67%,963,314%,40,856%,3913,"$4,500",1446,"$43,007",3120,"$10,397",4029,20%,54%
189,2325,"$819,000",South Mountain Community College,AZ,2-year,Associate's,Public,57%,1013,304%,148,670%,3913,"$4,500",2529,"$34,641",3456,"$8,566",3901,23%,38%
190,3594,"$615,000",Southwest Institute of Healing Arts,AZ,2-year,Certificate,Private for-profit,49%,4398,-24%,1555,286%,2759,"$7,917",3059,"$30,595",42,"$40,267",3446,31%,58%
191,3277,"$670,000",Southwest University of Visual Arts-Tucson,AZ,4-year,Bachelor's,Private nonprofit,58%,4066,18%,4054,20%,5,"$30,625",2194,"$36,765",242,"$31,149",2786,43%,43%
192,3944,"$554,000",Tohono O'odham Community College,AZ,2-year,Associate's,Public,NA,859,339%,NA,NA,NA,NA,4116,"$21,267",4127,"$4,845",4113,18%,NA
193,3268,"$672,000",Tucson College of Beauty,AZ,Less than 2-year,Certificate,Private for-profit,41%,3546,54%,1111,346%,3292,"$6,333",3302,"$28,266",1719,"$18,386",621,76%,56%
194,3420,"$649,000",United Education Institute - UEI College - Phoenix,AZ,Less than 2-year,Certificate,Private for-profit,40%,4328,-8%,3107,177%,2001,"$9,500",3550,"$26,346",347,"$28,692",2159,54%,28%
195,509,"$1,182,000",Universal Technical Institute of Arizona Inc,AZ,2-year,Associate's,Private for-profit,79%,2126,151%,1227,329%,1612,"$12,000",724,"$51,439",1327,"$20,525",1046,69%,56%
196,597,"$1,151,000",Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division,AZ,Less than 2-year,Certificate,Private for-profit,73%,2076,156%,1608,280%,1612,"$12,000",1159,"$45,646",1803,"$17,837",1092,69%,50%
197,1170,"$991,000",University of Advancing Technology,AZ,4-year,Bachelor's,Private for-profit,73%,2487,125%,1562,285%,1521,"$12,500",948,"$48,180",1177,"$21,440",3050,38%,68%
198,517,"$1,179,000",University of Arizona,AZ,4-year,Bachelor's,Public,80%,1217,268%,1541,289%,1257,"$14,198",511,"$55,205",2346,"$15,016",1396,65%,75%
199,2307,"$821,000",University of Phoenix-Arizona,AZ,4-year,Bachelor's,Private for-profit,62%,1646,204%,3678,131%,757,"$17,050",1857,"$39,382",2733,"$12,944",4173,16%,37%
200,2351,"$816,000",Yavapai College,AZ,2-year,Certificate,Public,55%,694,388%,901,386%,3063,"$7,000",2620,"$34,014",3772,"$6,965",3467,31%,49%
201,2835,"$743,000",Academy of Art University,CA,4-year,Bachelor's,Private for-profit,62%,4066,18%,1833,260%,1806,"$11,151",1762,"$40,185",148,"$34,145",2788,42%,46%
202,4216,"$479,000",Adrian's College of Beauty Turlock,CA,Less than 2-year,Certificate,Private for-profit,31%,4053,19%,3173,174%,3063,"$7,000",4244,"$19,171",2131,"$16,080",622,76%,36%
203,2983,"$721,000",Advanced College,CA,2-year,Certificate,Private for-profit,53%,3865,35%,3938,91%,762,"$17,008",2828,"$32,556",781,"$24,107",2102,55%,31%
204,4373,"$409,000",Alhambra Beauty College,CA,Less than 2-year,Certificate,Private for-profit,NA,4328,-8%,NA,NA,NA,NA,4393,"$15,215",2026,"$16,555",786,74%,NA
205,1960,"$867,000",Allan Hancock College,CA,2-year,Associate's,Public,58%,159,838%,757,422%,3125,"$6,851",2374,"$35,730",4240,"$3,810",3280,34%,45%
206,3473,"$638,000",American Academy of Dramatic Arts-Los Angeles,CA,2-year,Associate's,Private nonprofit,50%,4384,-19%,3371,158%,1612,"$12,000",3021,"$30,905",65,"$38,205",1757,60%,49%
207,4126,"$504,000",American Beauty College,CA,Less than 2-year,Certificate,Private for-profit,NA,2898,97%,1176,337%,3953,"$4,306",4265,"$18,834",3272,"$9,579",2410,49%,NA
208,2630,"$771,000",American Career College-Anaheim,CA,2-year,Certificate,Private for-profit,57%,3821,38%,1830,260%,2001,"$9,500",2584,"$34,243",701,"$24,834",1375,65%,38%
209,2536,"$789,000",American Career College-Los Angeles,CA,2-year,Certificate,Private for-profit,57%,3116,82%,1830,260%,2001,"$9,500",2584,"$34,243",1647,"$18,804",1377,65%,38%
210,3300,"$666,000",American Career College-Ontario,CA,2-year,Certificate,Private for-profit,47%,4132,12%,2527,212%,2001,"$9,500",3160,"$29,665",527,"$26,401",1172,68%,32%
211,2149,"$842,000",American River College,CA,2-year,Certificate,Public,56%,259,636%,1495,294%,2462,"$9,000",2427,"$35,437",4134,"$4,816",3725,26%,37%
212,241,"$1,364,000",American University of Health Sciences,CA,4-year,Bachelor's,Private for-profit,83%,1787,186%,3793,119%,10,"$28,332",268,"$62,137",1136,"$21,706",NA,NA,82%
213,2615,"$775,000",Antelope Valley College,CA,4-year,Associate's,Public,52%,303,584%,1373,309%,2728,"$8,000",2810,"$32,684",4143,"$4,775",3669,27%,27%
214,323,"$1,284,000",Art Center College of Design,CA,4-year,Bachelor's,Private nonprofit,74%,3760,41%,3583,141%,12,"$27,563",205,"$66,407",11,"$47,080",1009,70%,74%
215,1523,"$929,000",Asher College,CA,2-year,Associate's,Private for-profit,66%,2686,111%,1502,293%,1909,"$10,237",1753,"$40,228",1589,"$19,086",1104,69%,50%
216,2879,"$738,000",Ashford University,CA,4-year,Bachelor's,Private for-profit,60%,3116,82%,1512,292%,2001,"$9,500",2125,"$37,270",1329,"$20,510",4289,8%,37%
217,3520,"$631,000",Associated Technical College-Los Angeles,CA,Less than 2-year,Certificate,Private for-profit,41%,4049,20%,2975,185%,2001,"$9,500",3454,"$27,064",983,"$22,633",1827,58%,24%
218,3707,"$600,000",Associated Technical College-San Diego,CA,Less than 2-year,Certificate,Private for-profit,39%,4197,7%,3356,159%,2001,"$9,500",3759,"$24,582",918,"$23,019",1241,67%,21%
219,2865,"$739,000",ATI College-Norwalk,CA,4-year,Certificate,Private for-profit,62%,3540,55%,3510,147%,1022,"$15,285",2075,"$37,687",762,"$24,322",531,78%,44%
220,3459,"$642,000",Avalon School of Cosmetology-Alameda,CA,Less than 2-year,Certificate,Private for-profit,38%,3520,56%,1598,282%,3376,"$6,332",3837,"$24,173",2248,"$15,539",708,75%,27%
221,479,"$1,192,000",Azusa Pacific University,CA,4-year,Bachelor's,Private nonprofit,77%,2553,120%,2848,193%,333,"$19,750",391,"$57,796",540,"$26,293",1349,65%,79%
222,2473,"$798,000",Bakersfield College,CA,4-year,Associate's,Public,56%,274,617%,1659,276%,2462,"$9,000",2642,"$33,821",4149,"$4,720",4065,19%,38%
223,2216,"$833,000",Baldwin Park Adult & Community Education,CA,Less than 2-year,Certificate,Public,53%,721,379%,NA,NA,NA,NA,2648,"$33,773",3753,"$7,057",768,74%,NA
224,3127,"$700,000",Barstow Community College,CA,2-year,Associate's,Public,48%,1560,214%,NA,NA,NA,NA,3140,"$29,917",3287,"$9,518",3670,27%,NA
225,4083,"$519,000",Bellus Academy-Chula Vista,CA,2-year,Certificate,Private for-profit,35%,4053,19%,3558,143%,1992,"$9,523",3953,"$23,148",1495,"$19,501",989,70%,40%
226,3985,"$546,000",Bellus Academy-El Cajon,CA,2-year,Certificate,Private for-profit,34%,4212,5%,1470,296%,3292,"$6,333",3705,"$25,092",814,"$23,884",671,76%,36%
227,3539,"$628,000",Bellus Academy-Poway,CA,2-year,Certificate,Private for-profit,48%,4164,10%,1428,302%,2994,"$7,306",3196,"$29,360",495,"$26,675",647,76%,55%
228,2197,"$836,000",Berkeley City College,CA,2-year,Certificate,Public,55%,1188,273%,1565,285%,2462,"$9,000",2527,"$34,662",3319,"$9,291",3440,31%,36%
229,1462,"$939,000",Biola University,CA,4-year,Bachelor's,Private nonprofit,74%,3615,50%,3536,145%,342,"$19,500",980,"$47,704",215,"$31,859",795,73%,84%
230,923,"$1,051,000",Blake Austin College,CA,Less than 2-year,Certificate,Private for-profit,68%,3257,74%,1090,350%,2001,"$9,500",1481,"$42,768",742,"$24,537",3007,39%,58%
231,249,"$1,355,000",Brownson Technical School,CA,Less than 2-year,Certificate,Private for-profit,67%,3298,71%,714,433%,2001,"$9,500",767,"$50,593",295,"$29,628",281,84%,50%
232,2121,"$846,000",Butte College,CA,2-year,Associate's,Public,57%,294,601%,973,372%,2899,"$7,527",2409,"$35,544",4085,"$5,070",3368,32%,42%
233,1426,"$944,000",Cabrillo College,CA,2-year,Associate's,Public,61%,737,374%,1270,324%,2001,"$9,500",1752,"$40,236",3475,"$8,487",3567,29%,55%
234,2851,"$741,000",California Aeronautical University,CA,4-year,Associate's,Private for-profit,59%,4275,-1%,2599,207%,1787,"$11,375",2503,"$34,872",116,"$35,333",3342,33%,34%
235,792,"$1,090,000",California Baptist University,CA,4-year,Bachelor's,Private nonprofit,72%,2637,114%,3363,158%,245,"$20,500",624,"$52,941",714,"$24,707",1782,59%,69%
236,4389,"$392,000",California Beauty School,CA,Less than 2-year,Certificate,Private for-profit,NA,4229,4%,2279,228%,3951,"$4,312",4411,"$14,155",2616,"$13,661",975,70%,NA
237,482,"$1,191,000",California Career College,CA,2-year,Associate's,Private for-profit,83%,4197,7%,3295,163%,160,"$22,000",390,"$57,798",3,"$53,950",NA,NA,70%
238,1270,"$973,000",California College of the Arts,CA,4-year,Bachelor's,Private nonprofit,69%,3629,49%,3644,134%,176,"$21,500",780,"$50,388",155,"$33,876",1588,62%,74%
239,2351,"$816,000",California College San Diego,CA,4-year,Associate's,Private nonprofit,62%,3854,36%,3922,95%,480,"$19,007",2157,"$37,081",447,"$27,194",2769,43%,34%
240,3830,"$577,000",California Hair Design Academy,CA,Less than 2-year,Certificate,Private for-profit,38%,4180,9%,1681,275%,3409,"$6,242",3939,"$23,405",1162,"$21,545",1333,65%,53%
241,3373,"$658,000",California Healing Arts College,CA,Less than 2-year,Certificate,Private for-profit,41%,3780,40%,3280,164%,2362,"$9,476",3709,"$25,048",1792,"$17,937",285,83%,51%
242,4,"$2,490,000",California Institute of Technology,CA,4-year,Bachelor's,Private nonprofit,95%,773,362%,10,1037%,1941,"$9,867",4,"$112,166",763,"$24,274",63,93%,NA
243,3567,"$622,000",California Institute of the Arts,CA,4-year,Bachelor's,Private nonprofit,61%,4401,-25%,3929,94%,342,"$19,500",2073,"$37,733",4,"$50,412",1798,59%,71%
244,405,"$1,231,000",California Lutheran University,CA,4-year,Bachelor's,Private nonprofit,83%,2487,125%,2353,222%,567,"$18,545",326,"$59,684",516,"$26,489",856,72%,81%
245,62,"$1,730,000",California Polytechnic State University-San Luis Obispo,CA,4-year,Bachelor's,Public,87%,1188,273%,885,389%,834,"$16,500",61,"$80,643",1155,"$21,595",339,82%,90%
246,217,"$1,385,000",California State Polytechnic University-Pomona,CA,4-year,Bachelor's,Public,83%,651,400%,975,372%,1373,"$13,500",253,"$63,732",2765,"$12,734",996,70%,79%
247,558,"$1,164,000",California State University-Bakersfield,CA,4-year,Bachelor's,Public,76%,139,889%,1011,364%,1789,"$11,341",649,"$52,606",4048,"$5,318",2782,43%,62%
248,682,"$1,120,000",California State University-Channel Islands,CA,4-year,Bachelor's,Public,76%,1118,283%,1449,299%,1418,"$13,000",695,"$51,898",2634,"$13,558",2113,54%,72%
249,437,"$1,211,000",California State University-Chico,CA,4-year,Bachelor's,Public,79%,1171,275%,1654,276%,1136,"$14,964",456,"$56,270",2345,"$15,017",1241,67%,76%
250,872,"$1,065,000",California State University-Dominguez Hills,CA,4-year,Bachelor's,Public,72%,102,1023%,1483,295%,1612,"$12,000",1013,"$47,340",4205,"$4,215",2666,45%,57%
251,267,"$1,335,000",California State University-East Bay,CA,4-year,Bachelor's,Public,80%,521,448%,892,387%,1521,"$12,500",295,"$60,920",3002,"$11,116",2424,49%,70%
252,576,"$1,160,000",California State University-Fresno,CA,4-year,Bachelor's,Public,77%,152,855%,1307,318%,1521,"$12,500",674,"$52,201",4022,"$5,464",2061,55%,71%
253,450,"$1,204,000",California State University-Fullerton,CA,4-year,Bachelor's,Public,78%,304,583%,1180,337%,1565,"$12,498",544,"$54,586",3568,"$7,991",1123,68%,77%
254,376,"$1,250,000",California State University-Long Beach,CA,4-year,Bachelor's,Public,80%,442,494%,1058,357%,1521,"$12,500",406,"$57,123",3264,"$9,622",905,71%,79%
255,550,"$1,167,000",California State University-Los Angeles,CA,4-year,Bachelor's,Public,77%,37,1779%,1272,323%,1580,"$12,300",685,"$51,997",4333,"$2,768",2360,50%,64%
256,611,"$1,145,000",California State University-Monterey Bay,CA,4-year,Bachelor's,Public,77%,872,336%,1019,363%,1774,"$11,500",610,"$53,190",2842,"$12,212",1608,62%,74%
257,546,"$1,168,000",California State University-Northridge,CA,4-year,Bachelor's,Public,77%,369,534%,1121,345%,1612,"$12,000",602,"$53,360",3484,"$8,414",2090,55%,68%
258,379,"$1,246,000",California State University-Sacramento,CA,4-year,Bachelor's,Public,80%,477,469%,1088,352%,1514,"$12,577",422,"$56,814",3201,"$9,979",2188,53%,75%
259,670,"$1,124,000",California State University-San Bernardino,CA,4-year,Bachelor's,Public,75%,296,594%,1379,308%,1521,"$12,500",752,"$50,960",3707,"$7,342",2017,56%,58%
260,506,"$1,183,000",California State University-San Marcos,CA,4-year,Bachelor's,Public,78%,994,309%,1223,330%,1478,"$12,750",528,"$54,811",2657,"$13,399",2116,54%,69%
261,467,"$1,198,000",California State University-Stanislaus,CA,4-year,Bachelor's,Public,78%,172,797%,1106,347%,1606,"$12,068",572,"$53,964",3931,"$6,019",1831,58%,73%
262,26,"$1,977,000",California State University Maritime Academy,CA,4-year,Bachelor's,Public,91%,839,344%,988,369%,342,"$19,500",32,"$91,461",1320,"$20,597",1415,64%,84%
263,3140,"$698,000",Cambridge Junior College-Yuba City,CA,Less than 2-year,Certificate,Private for-profit,44%,3986,26%,3090,179%,2001,"$9,500",3537,"$26,460",1234,"$21,060",1148,68%,33%
264,599,"$1,150,000",Canada College,CA,2-year,Associate's,Public,66%,18,2703%,708,435%,2504,"$8,888",990,"$47,569",4391,"$1,697",3320,33%,35%
265,2684,"$764,000",Capstone College,CA,Less than 2-year,Certificate,Private for-profit,48%,2728,108%,2508,213%,2001,"$9,500",3153,"$29,730",2472,"$14,314",540,78%,30%
266,3516,"$632,000",Career Academy of Beauty,CA,Less than 2-year,Certificate,Private for-profit,41%,3546,54%,1443,300%,3404,"$6,248",3714,"$24,986",2109,"$16,192",680,75%,49%
267,2419,"$805,000",Career Care Institute,CA,2-year,Certificate,Private for-profit,63%,4023,22%,1564,285%,2001,"$9,500",2235,"$36,597",276,"$30,104",1561,62%,39%
268,1226,"$982,000",Career Networks Institute,CA,4-year,Associate's,Private for-profit,67%,3257,74%,3963,83%,76,"$23,820",1394,"$43,512",679,"$25,076",1118,68%,52%
269,2275,"$825,000",Carrington College-Sacramento,CA,2-year,Certificate,Private for-profit,59%,3393,64%,1590,283%,2001,"$9,500",2280,"$36,405",1034,"$22,257",2044,55%,38%
